rightClass,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
rock,0.6589032411575317,0.8166321516036987,8.720962085817519e-08,0.6396458148956299,0.7131044268608093,-0.0015875371173024178,0.5681180953979492,0.6647627949714661,-0.0229947492480278,0.4913981556892395,0.6932029724121094,-0.045780498534440994,0.44572532176971436,0.7429943680763245,-0.0706559419631958,0.5830685496330261,0.6392428874969482,-0.051799606531858444,0.4890408515930176,0.6194496154785156,-0.07236752659082413,0.4866175055503845,0.6514509320259094,-0.07878411561250687,0.508182942867279,0.663539707660675,-0.08228232711553574,0.5753974318504333,0.7053505182266235,-0.06490645557641983,0.46744096279144287,0.6794759631156921,-0.0806325152516365,0.4382055401802063,0.6680526733398438,-0.08266378194093704,0.42434966564178467,0.6548515558242798,-0.08870463073253632,0.5645460486412048,0.7755606770515442,-0.07481197267770767,0.4687580168247223,0.7609027028083801,-0.08519327640533447,0.4956797957420349,0.7629568576812744,-0.07486438751220703,0.5306093096733093,0.7657236456871033,-0.07038024067878723,0.5532560348510742,0.8398653268814087,-0.08376838266849518,0.48470208048820496,0.812863826751709,-0.0879194587469101,0.5055786371231079,0.8129135966300964,-0.07326321303844452,0.5338875651359558,0.8188571929931641,-0.06447877734899521
rock,0.6698381900787354,0.8104660511016846,-1.680090520039812e-07,0.6446886658668518,0.7178619503974915,-0.0016313205705955625,0.567098081111908,0.6704564690589905,-0.01679571345448494,0.48626238107681274,0.6922623515129089,-0.030464911833405495,0.4388412535190582,0.7318052053451538,-0.04321085289120674,0.5773171186447144,0.6329198479652405,-0.04623750224709511,0.4768710732460022,0.6299866437911987,-0.06564566493034363,0.4900307357311249,0.6570712924003601,-0.06878013908863068,0.5183413028717041,0.6682137846946716,-0.06859329342842102,0.5697354674339294,0.7036018371582031,-0.05645536631345749,0.46186354756355286,0.6925201416015625,-0.07413873076438904,0.4841049611568451,0.7090840339660645,-0.07016344368457794,0.5131809711456299,0.7179675698280334,-0.06693366914987564,0.561658501625061,0.7764792442321777,-0.0638258159160614,0.46903419494628906,0.768808901309967,-0.07805433124303818,0.4975120723247528,0.7708199620246887,-0.0627608597278595,0.5264219045639038,0.7739865779876709,-0.051698021590709686,0.5549694895744324,0.8443921208381653,-0.06970307976007462,0.48679015040397644,0.8222018480300903,-0.07796279340982437,0.5105618238449097,0.8218599557876587,-0.06300904601812363,0.5339508056640625,0.8274251222610474,-0.05147508904337883
rock,0.6694674491882324,0.8223968148231506,-1.6952536441294797e-07,0.6449007987976074,0.7216216921806335,0.0006014062673784792,0.5686899423599243,0.670624852180481,-0.0125171709805727,0.4884849488735199,0.6857885122299194,-0.023869946599006653,0.44304323196411133,0.7262387275695801,-0.03457612916827202,0.5779264569282532,0.6382637619972229,-0.04752776026725769,0.478227436542511,0.6290459036827087,-0.06378673762083054,0.4906542897224426,0.6514567136764526,-0.06538122147321701,0.5163498520851135,0.6620959043502808,-0.06454861164093018,0.568494439125061,0.7095526456832886,-0.05658762529492378,0.463310182094574,0.6891046762466431,-0.07008174061775208,0.4819703698158264,0.7003328800201416,-0.06459315121173859,0.5099893808364868,0.711441159248352,-0.061220571398735046,0.5585280060768127,0.7814527153968811,-0.06204024702310562,0.46942031383514404,0.7641773819923401,-0.0697086974978447,0.49460282921791077,0.7643378376960754,-0.05321541428565979,0.5231167078018188,0.7706509232521057,-0.04302329570055008,0.5503985285758972,0.8467597961425781,-0.06606300175189972,0.486359566450119,0.820662796497345,-0.06809668987989426,0.506926953792572,0.8165215253829956,-0.052503492683172226,0.5284696817398071,0.8218163847923279,-0.04194578155875206
rock,0.6705899238586426,0.8234540224075317,-2.1763820257092448e-07,0.6467283368110657,0.7275225520133972,0.0025230469182133675,0.570741593837738,0.6773087978363037,-0.01004114095121622,0.49179786443710327,0.691972553730011,-0.021590981632471085,0.44504621624946594,0.7282389402389526,-0.03274088352918625,0.5771276354789734,0.637245774269104,-0.04433256760239601,0.47640955448150635,0.6283838748931885,-0.06035760045051575,0.49126115441322327,0.6519118547439575,-0.06282948702573776,0.5186873078346252,0.6612568497657776,-0.06297161430120468,0.5683923363685608,0.7067627906799316,-0.05498719587922096,0.4609900712966919,0.6869073510169983,-0.06807553768157959,0.4837651252746582,0.7013401985168457,-0.0627516359090805,0.5144793391227722,0.7132546305656433,-0.05946323275566101,0.5594105124473572,0.7779707908630371,-0.06209225952625275,0.46837952733039856,0.7597960829734802,-0.06972641497850418,0.4943787455558777,0.7615196704864502,-0.05342472717165947,0.5226128101348877,0.7680811285972595,-0.04336162284016609,0.552340030670166,0.842942476272583,-0.06765428930521011,0.4871739447116852,0.8165045976638794,-0.07043343037366867,0.5078260898590088,0.8133737444877625,-0.0550062470138073,0.5293815732002258,0.8200089931488037,-0.044394053518772125
rock,0.6746689677238464,0.8176395297050476,-2.0885063634068501e-07,0.646174430847168,0.7182621955871582,0.0021205965895205736,0.5672188997268677,0.6686436533927917,-0.010926949791610241,0.4867355525493622,0.6864728331565857,-0.023206302896142006,0.44266238808631897,0.7344366312026978,-0.034900639206171036,0.5761225819587708,0.6393468379974365,-0.04202108830213547,0.47467583417892456,0.6298956871032715,-0.060307178646326065,0.4896857738494873,0.6547520160675049,-0.06546255946159363,0.5171272158622742,0.6651121973991394,-0.06716562807559967,0.567448616027832,0.7096120119094849,-0.05272592976689339,0.4624105393886566,0.6939520239830017,-0.06679460406303406,0.4844106137752533,0.707960307598114,-0.06252709031105042,0.5142806172370911,0.718299150466919,-0.06006630137562752,0.5588803887367249,0.7808881402015686,-0.060357771813869476,0.4701400399208069,0.7670888304710388,-0.06842726469039917,0.4960632920265198,0.7681310176849365,-0.05267302319407463,0.5241261124610901,0.7734948396682739,-0.042964719235897064,0.55209881067276,0.8449922800064087,-0.06671789288520813,0.48981061577796936,0.8237091302871704,-0.06871158629655838,0.5106516480445862,0.820280909538269,-0.053343337029218674,0.531861424446106,0.8253036141395569,-0.04298485070466995
rock,0.6713557243347168,0.8277174830436707,-2.434503301174118e-07,0.6486202478408813,0.7265623807907104,0.0015646788524463773,0.5702823400497437,0.6759286522865295,-0.009879671968519688,0.4907374382019043,0.6891416907310486,-0.020718883723020554,0.4455898106098175,0.7323180437088013,-0.030764712020754814,0.5766181945800781,0.6382760405540466,-0.03849301487207413,0.47642672061920166,0.628124475479126,-0.058028120547533035,0.4922403395175934,0.6536446809768677,-0.06486055999994278,0.5203704833984375,0.6630115509033203,-0.06737659871578217,0.5671072006225586,0.7078478336334229,-0.04881735518574715,0.4627445340156555,0.6884250640869141,-0.0638478472828865,0.48520034551620483,0.7048520445823669,-0.060195062309503555,0.515194296836853,0.7153338193893433,-0.057285796850919724,0.5576932430267334,0.7788629531860352,-0.056706227362155914,0.470224529504776,0.762083113193512,-0.06588296592235565,0.4950856566429138,0.7665776610374451,-0.050170280039310455,0.5219179391860962,0.7728355526924133,-0.03976261243224144,0.5498889684677124,0.8432171940803528,-0.06350728869438171,0.48878467082977295,0.8181884288787842,-0.06574023514986038,0.5099582076072693,0.8185448050498962,-0.05022261664271355,0.5312520861625671,0.826337456703186,-0.0394662506878376
rock,0.6719226837158203,0.8245841860771179,-2.2884390205035743e-07,0.6473238468170166,0.7250006198883057,0.003990204073488712,0.5713282227516174,0.6756487488746643,-0.00808137096464634,0.49148330092430115,0.6919559836387634,-0.019182030111551285,0.44371768832206726,0.7319169044494629,-0.029760178178548813,0.5770965814590454,0.6391427516937256,-0.04249780625104904,0.4771901071071625,0.6274980902671814,-0.05701514706015587,0.4899238049983978,0.6511461138725281,-0.05796238034963608,0.5159199833869934,0.6628589034080505,-0.05716986209154129,0.5667758584022522,0.7068962454795837,-0.05335129052400589,0.4592782258987427,0.6871885657310486,-0.06533680111169815,0.480612188577652,0.7028456926345825,-0.059942781925201416,0.5109084248542786,0.7161576151847839,-0.056771423667669296,0.5568962097167969,0.7768481969833374,-0.06035960465669632,0.46804922819137573,0.7611733078956604,-0.06629430502653122,0.49380022287368774,0.7629247903823853,-0.05087864398956299,0.5217903852462769,0.7695860266685486,-0.041961919516325,0.5497682094573975,0.8399497270584106,-0.0657414123415947,0.4879407584667206,0.8172690868377686,-0.06731835007667542,0.5087973475456238,0.8141798973083496,-0.05285051837563515,0.5301508903503418,0.819602370262146,-0.043270293623209
rock,0.6706407070159912,0.8261451721191406,-2.4435556156277016e-07,0.6470725536346436,0.726702094078064,0.0037171137519180775,0.5712916254997253,0.6760093569755554,-0.008408810943365097,0.492057740688324,0.6906307339668274,-0.019911330193281174,0.44516292214393616,0.7309753894805908,-0.03106117434799671,0.577867865562439,0.6377219557762146,-0.041985780000686646,0.4766785204410553,0.627060055732727,-0.05859103426337242,0.49071210622787476,0.6514098048210144,-0.06192019209265709,0.5175841450691223,0.6616913080215454,-0.062619149684906,0.568210244178772,0.7070649266242981,-0.053211383521556854,0.4601367115974426,0.6877105236053467,-0.0663733035326004,0.48282262682914734,0.7035415768623352,-0.06151578575372696,0.5137667059898376,0.7159967422485352,-0.05852119252085686,0.5586824417114258,0.778037965297699,-0.060985781252384186,0.46868985891342163,0.7613628506660461,-0.06839385628700256,0.4945741593837738,0.7635976076126099,-0.05278848484158516,0.5226413607597351,0.7697540521621704,-0.04327601566910744,0.5511182546615601,0.8425214886665344,-0.06718435138463974,0.48763957619667053,0.8186224699020386,-0.06941014528274536,0.5084410309791565,0.8156900405883789,-0.05434843525290489,0.5301951169967651,0.82170170545578,-0.044133905321359634
rock,0.6706110239028931,0.8236852288246155,-2.2697051349496178e-07,0.6451272368431091,0.7242447733879089,0.0026940321549773216,0.568305253982544,0.6753455400466919,-0.009940741583704948,0.48938480019569397,0.6929845213890076,-0.021846365183591843,0.44263699650764465,0.7338041663169861,-0.03317023068666458,0.5768559575080872,0.6382336616516113,-0.041435323655605316,0.4753853380680084,0.6265312433242798,-0.05938226357102394,0.4900451898574829,0.6523582935333252,-0.06355607509613037,0.5180565714836121,0.6633363962173462,-0.06440583616495132,0.5669748783111572,0.706781804561615,-0.05222567170858383,0.4595785140991211,0.6860765218734741,-0.06645482778549194,0.48184332251548767,0.7032451033592224,-0.06227021664381027,0.5126775503158569,0.7161058187484741,-0.05945010483264923,0.5570632219314575,0.7778564691543579,-0.059829410165548325,0.46859779953956604,0.7627953886985779,-0.06753604859113693,0.4943748414516449,0.7655455470085144,-0.05240175873041153,0.5223928689956665,0.7714281678199768,-0.04302065074443817,0.5491538643836975,0.8418863415718079,-0.06600905954837799,0.4857693910598755,0.8182643055915833,-0.06775210052728653,0.506877601146698,0.8152915835380554,-0.05268893763422966,0.5287590622901917,0.820541262626648,-0.04246460273861885
rock,0.6717863082885742,0.8230244517326355,-2.2951071798615885e-07,0.6463306546211243,0.7238529920578003,0.0027449987828731537,0.5690378546714783,0.6751834750175476,-0.009667583741247654,0.48980510234832764,0.6906852126121521,-0.021293465048074722,0.44327226281166077,0.7340832948684692,-0.03242368623614311,0.575790286064148,0.6375207304954529,-0.041543275117874146,0.4752957820892334,0.6277840733528137,-0.05942938104271889,0.4897826611995697,0.653488278388977,-0.06373259425163269,0.5165956616401672,0.663754403591156,-0.06476780772209167,0.5662786960601807,0.7059136629104614,-0.0522468239068985,0.46027129888534546,0.6872231960296631,-0.06706833094358444,0.4827031195163727,0.7048321962356567,-0.06287828087806702,0.5128806233406067,0.7169182300567627,-0.05971819907426834,0.5567888617515564,0.7765629887580872,-0.05975150316953659,0.4695356488227844,0.7643176913261414,-0.06798659265041351,0.49540936946868896,0.7672922611236572,-0.052812982350587845,0.5228895545005798,0.7722342014312744,-0.04317315295338631,0.549474835395813,0.8400431275367737,-0.06581372022628784,0.4872424006462097,0.8191598653793335,-0.06767619401216507,0.5091674327850342,0.8180148601531982,-0.052522603422403336,0.5311228036880493,0.8229509592056274,-0.04214303940534592
